-0.03980212	0.005222194	-0.044237107	-0.059497707	-0.08369963	0.08569031	0.13193241	-0.028615864	-0.053874243	-0.063452624	0.007196145	-0.039485805	0.07099051	0.0061582113	0.060501136	0.009968262	0.026774535	-0.089090526	0.008452016	-0.05571422	0.027453791	0.023893813	0.035656113	-0.05822681	-0.001061044	-0.013030369	-0.034486625	-0.067379534	-0.048875425	-0.0060858736	0.008305852	-0.099970184
0.008773446	-0.08516923	0.09212131	0.008438416	0.025506798	-0.023561273	0.04429112	0.011893701	0.016544683	0.0048176115	-0.05996276	0.06991943	-0.03396856	-0.06341077	0.032822207	-0.025692906	0.04688806	-0.07055147	0.0031932245	0.016666189	-0.06726279	0.0066839843	0.006586375	0.04965184	-0.022881186	-0.0022082564	-0.014443792	-0.02697703	0.036532234	-0.019800855	-0.06423004	-0.02839187
-0.0565317	-0.033815384	-0.028575808	0.006073847	0.038321774	-0.039589923	0.018255845	0.026229117	0.04270657	0.057732992	-0.017655116	-0.055615507	-0.03467296	-0.013574752	0.012884385	0.034902178	0.023185583	0.053589106	0.068189405	-0.00015795903	-0.06483395	-0.007005311	0.031793304	0.09847384	-0.045095123	-0.005849202	0.06395466	0.011999593	0.018907875	-0.006261447	-0.010521632	0.05094716
-0.032174554	-0.028380705	-0.0096731605	-0.030179745	-0.0067396285	0.053328313	0.08955175	0.011130449	0.029002842	-0.013166969	-0.0042370274	-0.0143385455	-0.058431394	0.007086626	0.018716484	-0.0509153	0.06444954	-0.0033576214	-0.0829952	0.00097149145	0.028727232	-0.0035184994	0.012333766	0.061899	-0.0094398325	-0.070513204	-0.024769127	-0.0077962424	0.0071423696	0.08315561	-0.036334254	-0.04806308
-0.009211043	-0.013287421	-0.028599216	0.0025551647	-0.07605607	0.08910776	0.038783588	0.05594503	-0.006994077	-0.026246784	-0.057277944	-0.0507599	-0.06097582	0.04754449	-0.03668716	-0.027704272	0.09358046	-0.009212669	-0.03387501	-0.028479643	0.059767704	0.10213209	0.043965653	-0.005771858	0.057435736	-0.036659285	-0.072031304	-0.028986318	-0.033956733	0.05455585	-0.020131342	-0.0460251
0.034070406	-0.057216875	0.10701077	-0.0650597	0.0010178697	0.068747826	0.024945164	0.011552536	0.048112895	0.03437207	-0.038404204	0.06008249	-0.030532308	-0.006216554	0.012290612	-0.01409215	0.09222561	-0.005465952	-0.021283628	0.07015153	-0.054022122	-0.040959552	0.0013863688	0.019806616	-0.034575526	0.0007343899	0.05594726	-0.026366921	0.045088403	-0.042185113	-0.09158554	-0.05597455
0.0106358295	-0.048525624	-0.044090427	-0.027880777	-0.11434685	-0.0048580766	0.09892428	0.04543902	-0.03050364	-0.103637524	0.028179815	-0.02728716	-0.021385299	0.041046765	0.008039174	-0.0764673	0.033221275	0.008077585	-0.03269641	-0.00012127921	0.022178892	0.033458296	0.03437661	-0.071419306	-0.0007423605	-0.014302244	-0.026248248	-0.109278314	0.04782849	0.04411657	-0.030928712	-0.1039543
0.029626641	0.021604173	0.08328402	0.0761382	0.048973627	-0.022048432	0.077861205	0.02861543	-0.021350676	0.011686865	-0.0042823376	0.02656382	-0.0083281705	0.014697206	-0.0074060652	-0.01585492	0.046964295	-0.037662964	-0.08263239	-0.006318614	-0.0087552	-0.03220521	-0.055468954	0.07418174	0.05003151	0.02267983	-0.023123734	-0.050061755	-0.015047376	-0.055586934	-0.027996125	0.04379746
-0.052093826	0.015517039	-0.07658929	-0.012543074	-0.099176936	0.052757844	0.09481064	-0.02747561	0.038001	-0.08650581	-0.014245277	-0.07034365	-0.059976406	0.024663923	-0.02256838	-0.11981538	0.07149289	-0.0024781094	-0.09020589	-0.03387096	0.03731361	0.087312356	0.0083306115	-0.021491848	0.033259697	-0.04933187	-0.05239221	-0.0101346215	-0.0033872935	0.002995836	0.04846208	-0.05176287
0.0942573	-0.09277235	0.08442336	-0.009061629	0.07513346	0.042070374	0.059399486	0.010178271	0.033770837	0.013852335	0.0015961064	0.050531607	-0.029761327	-0.002110721	0.036398336	-0.08754214	0.08118593	0.0012088272	-0.03995161	-0.004318869	-0.11905084	-0.038753323	0.03930978	0.09025987	-0.10166403	0.036748316	0.011731084	-0.01482408	0.077869095	-0.014652254	-0.11371864	0.009967998
0.008974263	-0.025649654	0.13362437	0.003679181	0.07945143	0.03899364	0.0017747108	0.027149891	-0.021389564	0.01530151	0.03653907	0.17197402	0.006534705	0.026803289	0.029061452	-0.04150477	0.0015652026	-0.0066556046	-0.049408343	-0.013955007	0.019831698	-0.023643527	-0.019567216	0.06510062	-0.0061838557	-0.006860178	0.050710652	-0.036824055	0.0010245648	-0.02032649	-0.024206577	-0.02737406
0.0041330988	0.00429352	0.11201163	0.028659156	0.039450083	-0.036647495	0.05754884	-0.017154012	-0.038003482	0.032638617	0.068172164	0.10775582	0.015021237	-0.029025512	0.012229806	0.011537902	0.06918034	0.044221718	-0.10033144	-0.018058432	-0.051005747	-0.0089981	-0.12825502	0.13817833	0.061000004	0.052299906	0.057535537	-0.10307871	0.14682479	-0.09887349	-0.07207923	0.05256547
0.040781	0.025386032	0.018094478	-0.050839376	0.01839793	0.0063837063	0.073706485	-0.009655745	0.021397375	0.002804209	0.019319488	-0.0025441572	0.015348865	-0.008315463	-0.033601526	-0.020654442	0.08034331	-0.0046390384	-0.07623298	0.034727313	-0.008642236	-0.03610121	-0.024252504	0.08585579	-0.016341617	0.045675773	-0.015417699	-0.046867494	0.029071385	-0.051729515	-0.09338745	0.047527295
-0.016868401	0.011716696	0.114713766	0.041905764	0.02862507	0.025754182	0.028222006	-0.009932037	-0.032575455	-0.0049395706	0.059069254	0.11935531	0.01923053	0.04565878	0.040735587	0.049948543	0.060060397	0.06674623	-0.06839863	0.010363849	0.05491605	-0.048334595	-0.015018358	0.09840291	0.06803874	0.10571962	-0.042934127	-0.0048490716	0.062082205	-0.07872044	-0.03136117	0.023603657
