0.34845132	0.039334185	-0.17779927	0.24805829	0.22980218	-0.15379865	0.243406	0.1284992	-0.38398495	-0.016882649	-0.0790242	0.09235943	-0.1529662	-0.11919179	-0.30005896	-0.05092672
0.2500385	-0.25050277	-0.34923118	0.72890043	0.07409996	-0.30723196	0.18734492	0.44844115	-0.41753504	-0.32392648	-0.34460557	0.22778009	0.07053764	0.20815137	-0.10773043	-0.08239006
-0.097621255	-0.25847754	0.004881637	0.72599965	0.24596176	-0.2646288	0.39171034	0.22492781	-0.25934258	0.032193366	-0.07260231	-0.26985016	-0.40947816	-0.07822154	0.34378386	0.22076485
0.2806906	0.077775605	-0.23814261	-0.13542607	0.18408646	-0.18432476	0.0014797869	0.04303097	-0.25260627	0.05370494	-0.049312934	0.21897258	0.060398035	0.043660406	-0.23605719	0.09863993
0.2111562	-0.37917334	0.26367652	-0.14131698	0.1179404	-0.21125804	0.157507	0.13584994	0.10391007	0.0008453726	-0.26413715	-0.27357143	-0.28328824	0.13325618	0.2902582	0.51081413
-0.6641959	0.18827882	0.13392808	0.6217221	0.5573401	-0.22255518	0.64098537	-0.662419	-0.3107105	0.5962471	0.55736405	-0.4644757	-0.4984164	-0.66398275	0.42509478	0.17524862
0.07967612	-0.05928394	-0.23316804	0.4605951	0.15450568	-0.24948728	0.29955778	0.24847186	-0.29990628	-0.17419587	-0.087467454	0.14647767	0.08216486	0.11051044	-0.16567133	-0.093427606
0.23980023	-0.050097756	0.018675208	0.4767354	-0.03608362	0.01168547	0.10763027	0.2616446	-0.28830746	-0.2533723	-0.30870983	-0.083250165	-0.27739382	-0.048226263	-0.069529235	-0.005994556
0.34215233	0.4162385	0.53604096	-0.57928157	0.26612154	0.4697256	-0.085430354	-0.43943167	-0.39187717	0.38280764	0.30596486	-0.45553508	-0.6411455	-0.5457567	-0.26239058	0.010121507
0.12307955	0.2660688	-0.026366292	-0.019329306	0.24704385	0.08545511	0.0958686	-0.15010844	-0.38389173	0.15230286	0.1380552	0.020688225	-0.23556589	-0.27526692	-0.26108447	-0.11046204
-0.07611838	0.6046064	-0.5510421	0.50770074	0.10055471	0.08089762	0.15737511	0.04001468	-0.6981762	-0.029432954	0.09799472	0.489725	0.26885897	-0.21883824	-0.6867249	-0.8825262
0.36238706	0.04600018	0.16249442	0.096879736	0.05029255	0.10868148	-0.023178177	0.04374232	-0.3212498	-0.043361068	-0.11838094	-0.10542948	-0.2048001	-0.15896279	-0.118168734	0.03787011
0.7157019	0.2570764	0.25621247	-0.9148101	0.14510639	0.15349866	-0.5263963	-0.37043038	-0.06681451	0.32674354	0.030219926	0.19412419	0.08532447	-0.027776746	-0.43029118	0.33962896
0.204109	-0.07565064	-0.36243063	0.29651776	0.054964274	-0.25718832	0.072971426	0.2119855	-0.38306597	-0.201441	-0.11166699	0.4000127	0.31209907	0.27980876	-0.41677782	-0.085293286
0.41306245	-0.5224352	-0.29067492	0.37860274	-0.23789345	-0.48408183	-0.18013553	0.52090293	0.36077058	-0.4273734	-0.45055437	0.29909042	0.4249061	0.47717655	0.1657676	0.5704951
0.49488473	-0.18590896	0.023755109	-0.10076694	-0.1280599	-0.11187128	-0.24860187	0.2057966	-0.17264907	-0.2047912	-0.3044067	0.09028321	0.041198656	0.21380822	-0.21951455	0.36269674
0.27024087	-0.055146743	0.0010327208	-0.12006855	0.15094873	-0.09510403	-0.034206387	0.027484518	-0.22255875	0.0042026103	-0.059910584	0.00610588	-0.020748599	0.07314639	-0.13933122	0.21183906
0.09776888	-0.47019786	-0.21882285	0.33633107	0.25051835	-0.5219419	0.3100829	0.24779202	0.13342588	-0.09641913	-0.20027947	0.109948605	0.21379615	0.29735518	0.22223996	0.4648228
-0.8402267	-0.18183956	-0.1270688	0.7367704	0.7361723	-0.83282286	0.8054834	-0.6937316	0.22148465	0.7859213	0.7276929	-0.21747574	-0.33644077	-0.35482708	0.60290295	0.4367922
0.3300141	0.021798106	-0.5921909	-0.084724866	-0.09337418	-0.26443493	-0.15419689	0.19177663	-0.19826435	-0.10044922	-0.061576083	0.68347514	0.57492155	0.33984774	-0.54825425	-0.084047064
0.13830543	-0.11963015	-0.303379	-0.022602623	0.12377504	-0.3360052	0.116773024	0.039827276	-0.083244205	0.017791146	-0.05484195	0.31948438	0.2876434	0.1907372	-0.14095852	0.20121431
-0.14479226	0.018465415	0.5420726	0.33261284	0.29902592	0.25383115	0.43563294	-0.2758784	-0.13848662	0.2495402	0.12017732	-0.7337072	-0.819526	-0.55958396	0.36148536	0.16966417
0.2990818	0.056700915	0.28069732	0.23395067	-0.14566408	0.45225164	-0.32344985	0.14887404	-0.566671	-0.17009784	-0.20393632	-0.15119682	-0.4000396	-0.31792316	-0.43383613	-0.49556506
-0.028522234	0.12987033	-0.20475587	0.45019746	0.19767466	-0.052274708	0.23242672	0.063197576	-0.48440897	0.013929053	-0.026793383	0.17556094	-0.06810182	-0.05241116	-0.14382488	-0.34385055
0.30735743	-0.09660037	0.2787169	0.07353612	-0.08042409	0.050854564	-0.039311185	0.23999359	-0.22870964	-0.19410762	-0.28931838	-0.4004536	-0.36687273	-0.03319283	0.112442926	0.22222115
0.01010858	0.21793358	0.09648065	-0.3487805	0.3962236	-0.049176767	0.21227908	-0.37308294	-0.31321722	0.46880332	0.30911735	-0.0176232	-0.25613523	-0.31398693	-0.14793214	0.12786435
